"streetlight_model","streetlight_type","streetlight_wattage","longitude","latitude"
"COBRA","IND","85.0","-117.14275351","32.92897433"
"COBRA","IND","85.0","-117.16521448","32.91590399"
"COBRA","IND","85.0","-117.16540588","32.91644277"
"COBRA","IND","85.0","-117.14309796","32.92935594"
"COBRA","IND","85.0","-117.16601709","32.91630701"
"COBRA","IND","85.0","-117.14231055","32.93028684"
"COBRA","IND","85.0","-117.16453179","32.91652552"
"COBRA","IND","85.0","-117.16518367","32.91732257"
"COBRA","IND","85.0","-117.16579389","32.91709027"
"COBRA","IND","85.0","-117.14049566","32.93017109"
"COBRA","IND","85.0","-117.13985278","32.93008949"
"COBRA","IND","85.0","-117.16382442","32.91634557"
"COBRA","IND","85.0","-117.13998674","32.92963949"
"COBRA","IND","85.0","-117.16356674","32.91694871"
"COBRA","IND","85.0","-117.14072561","32.92970631"
"COBRA","IND","85.0","-117.16342277","32.91767641"
"COBRA","IND","85.0","-117.14101916","32.92844229"
"COBRA","IND","85.0","-117.16058221","32.91934854"
"COBRA","IND","85.0","-117.14003513","32.92846346"
"COBRA","IND","85.0","-117.159554","32.91729438"
"COBRA","IND","85.0","-117.15947546","32.91915295"
"COBRA","IND","85.0","-117.13941961","32.92763795"
"COBRA","IND","85.0","-117.15982368","32.91847735"
"COBRA","IND","85.0","-117.13944712","32.92703916"
"COBRA","IND","85.0","-117.16122742","32.91698762"
"COBRA","IND","85.0","-117.13953911","32.92550071"
"COBRA","IND","85.0","-117.16264949","32.9163271"
"COBRA","IND","85.0","-117.16171554","32.915815190000004"
"COBRA","IND","85.0","-117.16293946","32.91501025"
"COBRA","IND","85.0","-117.16223718","32.91540478"
"COBRA","IND","85.0","-117.13945171","32.92475443"
"COBRA","IND","85.0","-117.16245709","32.91488021"
"COBRA","IND","85.0","-117.16116918","32.91492679"
"COBRA","IND","85.0","-117.16009914","32.91528014"
"COBRA","IND","85.0","-117.15932602","32.91561921"
"COBRA","IND","85.0","-117.1574139","32.91627186"
"COBRA","IND","85.0","-117.15665218","32.91610846"
"COBRA","IND","85.0","-117.14067232","32.91801111"
"COBRA","IND","85.0","-117.15644305","32.91692557"
"COBRA","IND","85.0","-117.14145775","32.91801919"
"COBRA","IND","85.0","-117.14284093","32.91800475"
"COBRA","IND","85.0","-117.15732896","32.91672427"
"COBRA","IND","85.0","-117.13974433","32.92420331"
"COBRA","IND","85.0","-117.15575291","32.91731026"
"COBRA","IND","85.0","-117.15392484","32.91747309"
"COBRA","IND","85.0","-117.15667008","32.91954992"
"COBRA","IND","85.0","-117.14856194","32.91708308"
"COBRA","IND","85.0","-117.15623075","32.91381931"
"COBRA","IND","85.0","-117.15523596","32.91178822"
"COBRA","IND","85.0","-117.15625052","32.91313011"
"COBRA","IND","85.0","-117.14709226","32.91692094"
"COBRA","IND","85.0","-117.15622845","32.91245441"
"COBRA","IND","85.0","-117.14580188","32.91708594"
"COBRA","IND","85.0","-117.15622441","32.91176135"
"COBRA","IND","85.0","-117.14175363","32.91922562"
"COBRA","IND","85.0","-117.14060741","32.91948444"
"COBRA","IND","85.0","-117.14280823","32.92040168"
"COBRA","IND","85.0","-117.14078486","32.92043483"
"COBRA","IND","85.0","-117.14318836","32.91932564"
"COBRA","IND","85.0","-117.14162661","32.92117429"
"COBRA","IND","85.0","-117.1415282","32.92207548"
"COBRA","IND","85.0","-117.1429173","32.92135462"
"COBRA","IND","85.0","-117.1426228","32.92251937"
"COBRA","IND","85.0","-117.14077553","32.9225698"
"COBRA","IND","85.0","-117.14056976","32.92348997"
"COBRA","IND","85.0","-117.14266786","32.92342708"
"COBRA","IND","85.0","-117.1420321","32.90548"
"COBRA","IND","85.0","-117.14115902","32.9054881"
"COBRA","IND","85.0","-117.14341311","32.92268338"
"COBRA","IND","85.0","-117.14348508","32.92190813"
"COBRA","IND","85.0","-117.14345662","32.92119269"
"COBRA","IND","85.0","-117.13942174","32.92211402"
"COBRA","IND","85.0","-117.13960219","32.92120998"
"COBRA","IND","85.0","-117.14030653","32.92179295"
"COBRA","IND","85.0","-117.13998283","32.92281394"
"COBRA","IND","85.0","-117.13955214","32.92340625"
"COBRA","IND","85.0","-117.14089467","32.92146301"
"COBRA","IND","85.0","-117.14136216","32.92450258"
"COBRA","IND","85.0","-117.1406905","32.92543607"
"COBRA","IND","85.0","-117.14374079","32.92061551"
"COBRA","IND","85.0","-117.14374367","32.92343258"
"COBRA","IND","85.0","-117.14390157","32.93047879"
"COBRA","IND","85.0","-117.14393914","32.93069374"
"COBRA","IND","85.0","-117.14417952","32.9289658"
"COBRA","IND","85.0","-117.14419491","32.92716363"
"COBRA","IND","85.0","-117.14418455","32.92310984"
"COBRA","HPS","150.0","-117.14413126","32.92169427"
"COBRA","IND","85.0","-117.14069621","32.92760873"
"COBRA","IND","85.0","-117.14417667","32.92021657"
"COBRA","IND","85.0","-117.14251941","32.92517621"
"COBRA","IND","85.0","-117.14767612","32.93182015"
"COBRA","IND","85.0","-117.15100807","32.9304544"
"COBRA","IND","85.0","-117.15542982","32.92739107"
"COBRA","IND","85.0","-117.16202662","32.92792443"
"COBRA","IND","85.0","-117.16672666","32.92444484"
"COBRA","IND","85.0","-117.16701634","32.92409812"
"COBRA","IND","85.0","-117.17015254","32.91985172"
"COBRA","IND","85.0","-117.16782774","32.92249861"
"COBRA","IND","85.0","-117.16743299","32.92262784"
"COBRA","IND","85.0","-117.16630537","32.92442741"
"COBRA","IND","85.0","-117.15136235","32.92960002"
"COBRA","IND","85.0","-117.14735779","32.9314466"
"COBRA","IND","85.0","-117.15321639","32.91956645"
"COBRA","IND","85.0","-117.14385782","32.92718241"
"COBRA","IND","55.0","-117.14110361","32.90204364"
"COBRA","IND","55.0","-117.15356992","32.90466742"
"COBRA","IND","85.0","-117.17238323","32.90471753"
"COBRA","IND","165.0","-117.17077072","32.89845945"
"COBRA","IND","85.0","-117.17276655","32.90849151"
"COBRA","IND","85.0","-117.17388234","32.90948721"
"COBRA","IND","85.0","-117.17469242","32.90888019"
"COBRA","IND","85.0","-117.14659285","32.93210442"
"COBRA","IND","85.0","-117.15784397","32.91419118"
"COBRA","IND","85.0","-117.15961407","32.91424952"
"COBRA","IND","85.0","-117.15700243","32.91425999"
"COBRA","IND","85.0","-117.15848547","32.91505964"
"COBRA","IND","85.0","-117.15797772","32.9150517"
"COBRA","IND","85.0","-117.15572897","32.91656765"
"COBRA","IND","85.0","-117.15569047","32.91610938"
"COBRA","IND","85.0","-117.1556764","32.9155388"
"COBRA","IND","85.0","-117.15491466","32.91660213"
"COBRA","IND","85.0","-117.15488918","32.91610786"
"COBRA","IND","85.0","-117.15472656","32.91469878"
"COBRA","IND","85.0","-117.15583468","32.91377639"
"COBRA","IND","85.0","-117.15629307","32.91452032"
"COBRA","IND","85.0","-117.15581485","32.91457427"
"COBRA","IND","85.0","-117.15302641","32.91661594"
"COBRA","IND","85.0","-117.15240699","32.91731"
"COBRA","IND","85.0","-117.15133458","32.91798914"
"COBRA","IND","85.0","-117.15018758","32.9179951"
"COBRA","IND","85.0","-117.15113012","32.91872045"
"COBRA","IND","85.0","-117.15211151","32.91955116"
"COBRA","IND","85.0","-117.14749063","32.91971535"
"COBRA","IND","85.0","-117.14528748","32.91793208"
"COBRA","IND","85.0","-117.14693631","32.91856465"
"COBRA","IND","85.0","-117.14877387","32.91868839"
"COBRA","IND","85.0","-117.14851731","32.91758298"
"COBRA","IND","85.0","-117.14774796","32.91762873"
"COBRA","IND","85.0","-117.14679977","32.91763802"
"COBRA","IND","85.0","-117.14581083","32.91764451"
"COBRA","IND","85.0","-117.14509586","32.91959666"
"COBRA","IND","85.0","-117.14598455","32.91966306"
"COBRA","IND","85.0","-117.15043492","32.91697488"
"COBRA","IND","85.0","-117.15484876","32.91228336"
"COBRA","IND","85.0","-117.15453577","32.91258797"
"COBRA","IND","85.0","-117.15438158","32.91178811"
"COBRA","IND","85.0","-117.15345336","32.9120717"
"COBRA","IND","85.0","-117.15278855","32.91226334"
"COBRA","IND","85.0","-117.15273749","32.91280157"
"COBRA","IND","85.0","-117.15385662","32.91281022"
"COBRA","IND","85.0","-117.1538305","32.91365287"
"COBRA","IND","85.0","-117.15218164","32.91365596"
"COBRA","IND","85.0","-117.15204798","32.91408804"
"COBRA","IND","85.0","-117.15118127","32.91451947"
"COBRA","IND","85.0","-117.15145916","32.91363323"
"COBRA","IND","85.0","-117.15140291","32.91258975"
"COBRA","IND","85.0","-117.15053174","32.91265211"
"COBRA","IND","85.0","-117.15001281","32.91274936"
"COBRA","IND","85.0","-117.15045725","32.91429462"
"COBRA","IND","85.0","-117.14981135","32.9142357"
"COBRA","IND","85.0","-117.15234336","32.91477845"
"COBRA","IND","85.0","-117.14987876","32.91488048"
"COBRA","IND","85.0","-117.15120743","32.9152061"
"COBRA","IND","85.0","-117.15233795","32.91547784"
"COBRA","IND","85.0","-117.15236104","32.91610229"
"COBRA","IND","85.0","-117.1514776","32.91607239"
"COBRA","IND","85.0","-117.15051015","32.91566961"
"COBRA","IND","85.0","-117.14930795","32.91565225"
"COBRA","IND","85.0","-117.14857005","32.91551086"
"COBRA","IND","85.0","-117.14769972","32.91552896"
"COBRA","IND","85.0","-117.14785368","32.91617435"
"COBRA","IND","85.0","-117.14679769","32.91551619"
"COBRA","IND","85.0","-117.14693738","32.91633668"
"COBRA","IND","85.0","-117.14594405","32.91557472"
"COBRA","IND","85.0","-117.14498716","32.91557375"
"COBRA","IND","85.0","-117.14930921","32.9170244"
"COBRA","IND","85.0","-117.15022597","32.91654828"
"COBRA","IND","85.0","-117.15143462","32.91662172"
"COBRA","IND","85.0","-117.15241245","32.9180737"
"COBRA","IND","85.0","-117.15385014","32.92241168"
"COBRA","IND","85.0","-117.15086028","32.92799374"
"COBRA","IND","55.0","-117.16838687","32.91431077"
"COBRA","IND","85.0","-117.15341905","32.91004338"
"COBRA","IND","85.0","-117.15409269","32.90987987"
"COBRA","IND","85.0","-117.14201181","32.90207914"
"COBRA","IND","85.0","-117.15474095","32.9105101"
"COBRA","IND","85.0","-117.14033142","32.90211939"
"COBRA","IND","85.0","-117.15393798","32.90907343"
"COBRA","IND","85.0","-117.15267506","32.90859927"
"COBRA","IND","85.0","-117.13947618","32.90214194"
"COBRA","IND","85.0","-117.15374314","32.90830406"
"COBRA","IND","55.0","-117.15348083","32.90759117"
"COBRA","IND","55.0","-117.15140602","32.90800459"
"COBRA","IND","85.0","-117.15073731","32.908215"
"COBRA","IND","85.0","-117.13953221","32.90287379"
"COBRA","IND","85.0","-117.15051345","32.90737031"
"COBRA","IND","85.0","-117.13954275","32.9035697"
"COBRA","IND","55.0","-117.14915552","32.90700167"
"COBRA","IND","85.0","-117.14037775","32.90380468"
"COBRA","IND","55.0","-117.14836678","32.9066705"
"COBRA","IND","85.0","-117.14121307","32.90378106"
"COBRA","IND","85.0","-117.15206522","32.90721778"
"COBRA","IND","85.0","-117.1420466","32.90393035"
"COBRA","IND","85.0","-117.15431181","32.90667103"
"COBRA","IND","85.0","-117.14284198","32.90206076"
"COBRA","IND","85.0","-117.15450865","32.9074127"
"COBRA","IND","85.0","-117.14288026","32.90375808"
"COBRA","IND","85.0","-117.15492287","32.9093587"
"COBRA","IND","85.0","-117.14283128","32.90544859"
"COBRA","IND","85.0","-117.15571843","32.9099217"
"COBRA","IND","55.0","-117.15623644","32.90982613"
"COBRA","IND","85.0","-117.14445443","32.9054099"
"COBRA","IND","85.0","-117.14710321","32.90427494"
"COBRA","IND","85.0","-117.15626725","32.9086157"
"COBRA","IND","85.0","-117.15722005","32.90806882"
"COBRA","IND","85.0","-117.14820195","32.90446542"
"COBRA","IND","85.0","-117.14797153","32.90393114"
"COBRA","IND","85.0","-117.15759629","32.90855531"
"COBRA","IND","85.0","-117.14692009","32.90343277"
"COBRA","IND","85.0","-117.14814684","32.90326323"
"COBRA","IND","85.0","-117.15791475","32.90797008"
"COBRA","IND","85.0","-117.15863845","32.90929217"
"COBRA","IND","85.0","-117.14691412","32.90276416"
"COBRA","IND","85.0","-117.15938079","32.90913967"
"COBRA","IND","85.0","-117.14818303","32.90197927"
"COBRA","IND","85.0","-117.14884501","32.90198424"
"COBRA","IND","85.0","-117.16095387","32.90889219"
"COBRA","IND","85.0","-117.1489997","32.90386451"
"COBRA","IND","85.0","-117.16131152","32.90871707"
"COBRA","IND","85.0","-117.16073933","32.90819684"
"COBRA","IND","85.0","-117.14883598","32.90524834"
"COBRA","IND","85.0","-117.16163601","32.9079804"
"COBRA","IND","85.0","-117.14963646","32.90524994"
"COBRA","IND","85.0","-117.16045892","32.90711684"
"COBRA","IND","85.0","-117.14966976","32.90403311"
"COBRA","IND","85.0","-117.15985015","32.90815088"
"COBRA","IND","85.0","-117.15943434","32.90719549"
"COBRA","IND","85.0","-117.14970405","32.90197295"
"COBRA","IND","85.0","-117.15870798","32.90747387"
"COBRA","IND","85.0","-117.1506163","32.90211592"
"COBRA","IND","85.0","-117.16214615","32.90832549"
"COBRA","IND","85.0","-117.15133978","32.90195722"
"COBRA","IND","85.0","-117.16197785","32.90716909"
"COBRA","IND","85.0","-117.15138345","32.90323419"
"COBRA","IND","85.0","-117.15047174","32.9033264"
"COBRA","IND","85.0","-117.15047494","32.90401879"
"COBRA","IND","85.0","-117.15125444","32.90524874"
"COBRA","IND","85.0","-117.15202032","32.90397446"
"COBRA","IND","85.0","-117.15134029","32.90386642"
"COBRA","IND","85.0","-117.15215877","32.90263649"
"COBRA","IND","85.0","-117.16268435","32.90822889"
"COBRA","IND","85.0","-117.16324558","32.90698232"
"COBRA","IND","85.0","-117.15384954","32.90554992"
"COBRA","IND","85.0","-117.15228945","32.9046082"
"COBRA","IND","85.0","-117.15212105","32.90524274"
"COBRA","IND","85.0","-117.16336256","32.90834911"
"COBRA","IND","85.0","-117.16251752","32.90713473"
"COBRA","IND","85.0","-117.16505565","32.90825638"
"COBRA","IND","85.0","-117.15473815","32.90469861"
"COBRA","IND","85.0","-117.1554757","32.90367009"
"COBRA","IND","85.0","-117.16505728","32.9073558"
"COBRA","IND","85.0","-117.16469608","32.90698313"
"COBRA","IND","85.0","-117.16423298","32.90738212"
"COBRA","IND","85.0","-117.15547439","32.90296099"
"COBRA","IND","85.0","-117.15459294","32.90262914"
"COBRA","IND","85.0","-117.16336366","32.90607766"
"COBRA","IND","85.0","-117.16422371","32.90646113"
"COBRA","IND","85.0","-117.15304421","32.90397273"
"COBRA","IND","85.0","-117.15298266","32.90273704"
"COBRA","IND","85.0","-117.16444748","32.90605044"
"COBRA","IND","85.0","-117.15389511","32.90372349"
"COBRA","IND","85.0","-117.1648187","32.90630759"
"COBRA","IND","85.0","-117.15471823","32.90367909"
"COBRA","IND","85.0","-117.15612474","32.904111"
"COBRA","IND","85.0","-117.15488437","32.90586578"
"COBRA","IND","85.0","-117.15363294","32.90605467"
"COBRA","IND","85.0","-117.15266529","32.90637186"
"COBRA","IND","85.0","-117.1618516","32.90590051"
"COBRA","IND","85.0","-117.15166473","32.90657353"
"COBRA","IND","55.0","-117.16250461","32.90631377"
"COBRA","IND","85.0","-117.15159214","32.9059585"
"COBRA","IND","55.0","-117.16253515","32.90507015"
"COBRA","IND","85.0","-117.1507793","32.90665189"
"COBRA","IND","85.0","-117.15059353","32.90598484"
"COBRA","IND","85.0","-117.16272449","32.90549934"
"COBRA","IND","85.0","-117.14981541","32.90663729"
"COBRA","IND","85.0","-117.16339843","32.90535667"
"COBRA","IND","85.0","-117.1601318","32.90571481"
"COBRA","IND","85.0","-117.16046198","32.90615727"
"COBRA","IND","85.0","-117.15673519","32.90298909"
"COBRA","IND","85.0","-117.15906759","32.90663633"
"COBRA","IND","85.0","-117.15723172","32.90317264"
"COBRA","IND","85.0","-117.15759677","32.90707865"
"COBRA","IND","85.0","-117.15794761","32.90271551"
"COBRA","IND","55.0","-117.15640391","32.90725118"
"COBRA","IND","85.0","-117.15628859","32.90785126"
"COBRA","IND","85.0","-117.15825544","32.90204023"
"COBRA","IND","85.0","-117.15553658","32.906872"
"COBRA","IND","85.0","-117.15526959","32.90828539"
"COBRA","IND","85.0","-117.16487016","32.90552239"
"COBRA","IND","85.0","-117.15716393","32.90230078"
"COBRA","IND","85.0","-117.15623529","32.90209814"
"COBRA","IND","85.0","-117.1553993","32.90190994"
"COBRA","IND","85.0","-117.16837597","32.90476899"
"COBRA","IND","55.0","-117.1692279","32.90475592"
"COBRA","IND","55.0","-117.16838787","32.90411095"
"COBRA","IND","85.0","-117.15271451","32.90207507"
"COBRA","IND","85.0","-117.15330141","32.90214611"
"COBRA","IND","85.0","-117.16931665","32.90399305"
"COBRA","IND","85.0","-117.15318486","32.90138304"
"COBRA","IND","85.0","-117.16939617","32.90319032"
"COBRA","IND","85.0","-117.15419405","32.90136601"
"COBRA","IND","85.0","-117.16849186","32.90315359"
"COBRA","IND","85.0","-117.15732645","32.90077424"
"COBRA","IND","85.0","-117.15690823","32.90153884"
"COBRA","IND","85.0","-117.15593316","32.90135641"
"COBRA","IND","55.0","-117.16714918","32.90332703"
"COBRA","IND","85.0","-117.16686021","32.90298434"
"COBRA","IND","55.0","-117.16532568","32.9044857"
"COBRA","IND","85.0","-117.16489248","32.90394468"
"COBRA","IND","85.0","-117.16501711","32.90289917"
"COBRA","IND","85.0","-117.15855526","32.90040967"
"COBRA","IND","85.0","-117.16501196","32.90479007"
"COBRA","IND","55.0","-117.1641476","32.90443802"
"COBRA","IND","85.0","-117.15919515","32.89977298"
"COBRA","IND","85.0","-117.1599472","32.8984306"
"COBRA","IND","85.0","-117.16390451","32.90373263"
"COBRA","IND","85.0","-117.16098773","32.89880284"
"COBRA","IND","85.0","-117.16184968","32.89926208"
"COBRA","IND","55.0","-117.16185012","32.91065124"
"COBRA","IND","85.0","-117.16151994","32.91111508"
"COBRA","IND","85.0","-117.16238932","32.89996657"
"COBRA","IND","85.0","-117.16355936","32.90056183"
"COBRA","IND","85.0","-117.16258689","32.90076812"
"COBRA","IND","85.0","-117.16170727","32.90078312"
"COBRA","IND","85.0","-117.16065138","32.90107378"
"COBRA","IND","55.0","-117.16051568","32.91078535"
"COBRA","IND","55.0","-117.15905512","32.9106674"
"COBRA","IND","55.0","-117.16465751","32.91252505"
"COBRA","IND","85.0","-117.16048428","32.90038629"
"COBRA","IND","85.0","-117.1613913","32.89984268"
"COBRA","IND","85.0","-117.16042539","32.89933001"
"COBRA","IND","85.0","-117.15952432","32.90041202"
"COBRA","IND","85.0","-117.15923746","32.90154392"
"COBRA","IND","85.0","-117.16397357","32.91279978"
"COBRA","IND","55.0","-117.16454806","32.91197336"
"COBRA","IND","85.0","-117.16465144","32.91113935"
"COBRA","IND","85.0","-117.16405182","32.91115107"
"COBRA","IND","85.0","-117.15901202","32.89843567"
"COBRA","IND","85.0","-117.15807687","32.89862577"
"COBRA","IND","85.0","-117.1580594","32.89930002"
"COBRA","IND","55.0","-117.16607918","32.90986912"
"COBRA","IND","55.0","-117.16563082","32.91007726"
"COBRA","IND","85.0","-117.15681908","32.89992445"
"COBRA","IND","85.0","-117.1564744","32.9005369"
"COBRA","IND","85.0","-117.15506964","32.9006372"
"COBRA","IND","85.0","-117.15592491","32.90075361"
"COBRA","IND","85.0","-117.15507844","32.90001557"
"COBRA","IND","85.0","-117.16703698","32.91027417"
"COBRA","IND","55.0","-117.16674123","32.91086473"
"COBRA","IND","55.0","-117.16651819","32.91173963"
"COBRA","IND","55.0","-117.16723202","32.91232318"
"COBRA","IND","55.0","-117.16767899","32.91291503"
"COBRA","IND","85.0","-117.156024","32.89902483"
"COBRA","IND","85.0","-117.15594448","32.8999727"
"COBRA","IND","85.0","-117.15536639","32.89920836"
"COBRA","IND","85.0","-117.15445062","32.89907127"
"COBRA","IND","85.0","-117.15432578","32.90022075"
"COBRA","IND","55.0","-117.16834988","32.91489677"
"COBRA","IND","55.0","-117.16854723","32.91397226"
"COBRA","IND","85.0","-117.16854","32.91297709"
"COBRA","IND","85.0","-117.153416","32.89978727"
"COBRA","IND","85.0","-117.15394837","32.89866444"
"COBRA","IND","85.0","-117.15675392","32.89856852"
"COBRA","IND","55.0","-117.16853642","32.91225654"
"COBRA","IND","55.0","-117.16825601","32.91108712"
"COBRA","IND","85.0","-117.16758698","32.91104808"
"COBRA","IND","85.0","-117.16499033","32.91528561"
"COBRA","IND","55.0","-117.16492129","32.9145019"
"COBRA","IND","85.0","-117.1643586","32.91450438"
"COBRA","IND","85.0","-117.16271296","32.91007574"
"COBRA","IND","55.0","-117.16532613","32.9095495"
"COBRA","IND","55.0","-117.16611362","32.90941415"
"COBRA","IND","85.0","-117.16408997","32.90997292"
"COBRA","IND","55.0","-117.16319376","32.91002689"
"COBRA","IND","85.0","-117.16267152","32.90977893"
"COBRA","IND","85.0","-117.16769756","32.91147747"
"COBRA","IND","165.0","-117.16682076","32.90950507"
"COBRA","IND","55.0","-117.16744067","32.90991792"
"COBRA","IND","55.0","-117.16829841","32.90987033"
"COBRA","IND","165.0","-117.16697132","32.90923393"
"COBRA","IND","55.0","-117.1694762","32.91010657"
"COBRA","IND","55.0","-117.1697916","32.91073437"
"COBRA","IND","55.0","-117.17030681","32.91119277"
"COBRA","IND","55.0","-117.17069799","32.9117253"
"COBRA","IND","85.0","-117.17117539","32.91309634"
"COBRA","IND","55.0","-117.17130515","32.91142277"
"COBRA","IND","85.0","-117.17103813","32.91072627"
"COBRA","IND","85.0","-117.17088209","32.91007489"
"COBRA","IND","55.0","-117.17056878","32.90954589"
"COBRA","IND","85.0","-117.17025502","32.90828325"
"COBRA","IND","55.0","-117.16835829","32.9086841"
"COBRA","IND","55.0","-117.16969848","32.90927152"
"COBRA","IND","55.0","-117.16940623","32.90863233"
"COBRA","IND","85.0","-117.17290582","32.90388092"
"COBRA","IND","85.0","-117.14477122","32.92708457"
"COBRA","IND","85.0","-117.14685897","32.9234421"
"COBRA","IND","85.0","-117.15421643","32.92697497"
"COBRA","IND","85.0","-117.16613882","32.92422852"
"COBRA","IND","85.0","-117.17191639","32.91077446"
"COBRA","IND","85.0","-117.17203581","32.91098543"
"COBRA","IND","85.0","-117.17232324","32.91086414"
"COBRA","IND","85.0","-117.17217605","32.91062092"
"COBRA","IND","85.0","-117.17188625","32.90995813"
"COBRA","IND","85.0","-117.17187255","32.90944064"
"COBRA","IND","85.0","-117.17170818","32.90868166"
"COBRA","IND","85.0","-117.17331847","32.91026982"
"COBRA","IND","85.0","-117.17293487","32.91031621"
"COBRA","IND","85.0","-117.17398824","32.91112777"
"COBRA","IND","85.0","-117.17089103","32.90285934"
"COBRA","IND","85.0","-117.16057817","32.92320713"
"COBRA","IND","85.0","-117.17146667","32.90736076"
"COBRA","IND","85.0","-117.17106976","32.90743314"
"COBRA","IND","85.0","-117.16666203","32.90816527"
"COBRA","IND","85.0","-117.16643882","32.90822162"
"COBRA","IND","85.0","-117.16503001","32.9084838"
"COBRA","IND","85.0","-117.16317099","32.90880648"
"COBRA","IND","85.0","-117.15848851","32.90960116"
"COBRA","IND","85.0","-117.1555838","32.91041056"
"COBRA","IND","85.0","-117.15533925","32.91054751"
"COBRA","IND","85.0","-117.15556784","32.9107831"
"COBRA","IND","85.0","-117.1558014","32.91066095"
"COBRA","IND","85.0","-117.15884285","32.90987491"
"COBRA","IND","85.0","-117.16651463","32.90856815"
"COBRA","IND","85.0","-117.16679893","32.90852254"
"COBRA","IND","165.0","-117.16945903","32.90804252"
"COBRA","IND","85.0","-117.1718902","32.90763045"
"COBRA","IND","85.0","-117.17253209","32.90754064"
"COBRA","IND","85.0","-117.17414841","32.90727757"
"COBRA","IND","85.0","-117.17439038","32.90721066"
"COBRA","IND","85.0","-117.1742721","32.90685238"
"COBRA","IND","85.0","-117.1740265","32.90693933"
"COBRA","IND","85.0","-117.17115566","32.90779593"
"COBRA","IND","85.0","-117.14670022","32.91283611"
"COBRA","IND","85.0","-117.14690943","32.91282034"
"COBRA","IND","85.0","-117.14912348","32.91265553"
"COBRA","IND","85.0","-117.14938805","32.91256917"
"COBRA","IND","85.0","-117.15208401","32.91210791"
"COBRA","IND","85.0","-117.15069602","32.91232588"
"COBRA","IND","85.0","-117.15366739","32.92761938"
"COBRA","IND","85.0","-117.15345357","32.9277436"
"COBRA","IND","85.0","-117.15365109","32.92793627"
"COBRA","IND","85.0","-117.14951861","32.93112513"
"COBRA","IND","85.0","-117.14942887","32.93159165"
"COBRA","IND","85.0","-117.14924931","32.93124356"
"COBRA","IND","85.0","-117.14171201","32.92718535"
"COBRA","IND","85.0","-117.144126","32.92512117"
"COBRA","IND","85.0","-117.14411601","32.92491681"
"COBRA","IND","85.0","-117.14417204","32.91799856"
"COBRA","IND","85.0","-117.14451611","32.91041599"
"COBRA","IND","85.0","-117.14412451","32.91052407"
"COBRA","IND","85.0","-117.144193","32.91031222"
"COBRA","IND","85.0","-117.14543883","32.90831987"
"COBRA","IND","85.0","-117.14928904","32.91227878"
"COBRA","IND","85.0","-117.14900816","32.9123047"
"COBRA","IND","85.0","-117.14692284","32.91245106"
"COBRA","IND","85.0","-117.14666267","32.91246908"
"COBRA","IND","85.0","-117.14370092","32.91765359"
"COBRA","IND","85.0","-117.14417355","32.91766564"
"COBRA","IND","85.0","-117.16876869","32.92103508"
"COBRA","IND","85.0","-117.16483029","32.925507"
"COBRA","HPS","150.0","-117.16496013","32.92563846"
"COBRA","IND","85.0","-117.14978432","32.9314513"
"COBRA","IND","85.0","-117.14457222","32.92514282"
"COBRA","IND","85.0","-117.14382205","32.92491964"
"COBRA","IND","85.0","-117.14454672","32.92664059"
"COBRA","IND","85.0","-117.14497293","32.9259618"
"COBRA","IND","85.0","-117.14444468","32.92590061"
"COBRA","IND","85.0","-117.14441576","32.92449942"
"COBRA","IND","85.0","-117.14631676","32.90521263"
"COBRA","IND","85.0","-117.14527409","32.90314375"
"COBRA","IND","85.0","-117.14509826","32.9030049"
"COBRA","IND","85.0","-117.14590371","32.9052199"
"COBRA","IND","85.0","-117.14597818","32.90553047"
"COBRA","IND","85.0","-117.145464","32.90807034"
"COBRA","IND","85.0","-117.14594791","32.90698624"
"COBRA","IND","85.0","-117.14511723","32.90799094"
"COBRA","IND","85.0","-117.14502511","32.90826316"
"COBRA","IND","85.0","-117.14569847","32.90664461"
"COBRA","IND","85.0","-117.14561018","32.90691033"
"COBRA","IND","85.0","-117.14370945","32.91801221"
"COBRA","IND","85.0","-117.1438571","32.92514299"
"COBRA","IND","85.0","-117.15383052","32.92779513"
"COBRA","IND","85.0","-117.16480909","32.92575594"
"COBRA","IND","85.0","-117.16895508","32.92089339"
"COBRA","IND","85.0","-117.14523068","32.92493406"
"COBRA","IND","85.0","-117.16170034","32.90487382"
"COBRA","IND","85.0","-117.16115324","32.9047225"
"COBRA","IND","85.0","-117.16299333","32.9036967"
"COBRA","IND","165.0","-117.16470309","32.92562832"
"COBRA","IND","165.0","-117.16373254","32.92648737"
"COBRA","IND","165.0","-117.16191541","32.9276562"
"COBRA","IND","165.0","-117.15873267","32.92800243"
"COBRA","IND","165.0","-117.15847925","32.92792047"
"COBRA","IND","165.0","-117.14424909","32.93065633"
"COBRA","IND","165.0","-117.14418379","32.93043861"
"COBRA","IND","85.0","-117.17008517","32.92018602"
"COBRA","IND","165.0","-117.14385509","32.9274312"
"COBRA","IND","165.0","-117.14496681","32.91764306"
"COBRA","IND","165.0","-117.14529685","32.91573087"
"COBRA","IND","165.0","-117.14444257","32.91060776"
"COBRA","IND","165.0","-117.14602611","32.90673483"
"COBRA","IND","85.0","-117.1463286","32.90543613"
"COBRA","IND","165.0","-117.14715062","32.90522738"
"COBRA","IND","165.0","-117.14691299","32.90207143"
"COBRA","IND","85.0","-117.14403151","32.90210263"
"COBRA","IND","85.0","-117.14390551","32.90189203"
